12:24:45.295 ERROR    logcat: hd[0]: Syan(5051): ________________ camera near move left ________________ 
12:24:45.413 INFO     SMan: hd[0]: SrcMan: MoveCameraReqHdlr: session_id: 0 cmd: kStart direction: kLeft 
12:24:45.413 INFO     SMan: hd[0]: SrcMan: MoveSelectedCamera 0 0 0 -1 0x232480
12:24:45.413 INFO     SMan: hd[0]: CameraJCCP: Move - 0 0 -1
12:24:45.413 INFO     SMan: hd[0]: CameraJCCP: Move - first start
12:24:45.414 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.414 DEBUG    SMan: hd[0]: CameraBase: In: Command: 00 00 ffffffff 
12:24:45.414 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 0 0 -1
12:24:45.414 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - Timer Start(150, 1)
12:24:45.414 INFO     SMan: hd[0]: SrcMan: 83 45 01 11 
12:24:45.414 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\021" } 
12:24:45.414 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:24:45.414 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:24:45.414 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:24:45.414 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\021" } 
12:24:45.415 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:24:45.415 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:24:45.415 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:24:45.415 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.421 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.421 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:24:45.421 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.421 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:24:45.422 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.422 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:24:45.422 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:24:45.422 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:24:45.422 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:24:45.422 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:24:45.422 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.422 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.422 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:24:45.422 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.423 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:24:45.423 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.423 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:24:45.423 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:24:45.423 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.423 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.423 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:24:45.423 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.423 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:24:45.424 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.424 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:24:45.424 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:24:45.424 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.424 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.424 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:24:45.424 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.425 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:24:45.425 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.425 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:24:45.425 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:24:45.425 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:24:45.425 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:24:45.425 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:24:45.425 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:24:45.425 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.564 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.564 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 00 96 
12:24:45.564 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 0 150
12:24:45.564 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:24:45.564 INFO     SMan: hd[0]: SrcMan: 83 45 01 13 
12:24:45.564 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\023" } 
12:24:45.565 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:24:45.565 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:24:45.565 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:24:45.565 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\023" } 
12:24:45.565 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
12:24:45.566 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
12:24:45.566 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:24:45.566 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.571 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.572 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
12:24:45.572 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.572 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
12:24:45.572 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.572 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
12:24:45.572 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
12:24:45.572 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
12:24:45.572 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
12:24:45.572 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:24:45.572 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.573 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.573 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
12:24:45.573 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.573 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
12:24:45.573 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.573 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
12:24:45.573 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
12:24:45.573 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.574 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.574 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
12:24:45.574 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.574 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
12:24:45.575 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.575 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
12:24:45.575 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
12:24:45.575 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.575 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
12:24:45.575 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
12:24:45.575 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
12:24:45.575 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
12:24:45.576 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.576 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
12:24:45.576 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
12:24:45.576 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
12:24:45.576 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
12:24:45.576 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
12:24:45.576 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
12:24:45.576 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
12:24:45.714 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
12:24:45.714 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 00 96 
12:24:45.714 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 1 0 150
12:24:45.714 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - accelerate 
12:24:45.714 INFO     SMan: hd[0]: SrcMan: 83 45 01 15 
12:24:45.715 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\203E\001\025" } 
12:24:45.715 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
12:24:45.715 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
12:24:45.715 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
12:24:45.715 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\203E\001\025" } 
