16:33:00.800 ERROR    logcat: hd[0]: Syan(3899): ________________ sleep ________________ 
16:33:00.916 INFO     PCon: hd[0]: PcThreads: 	PC received router or sleep msg
16:33:00.916 INFO     PCon: hd[0]: PcThreads: PC_SleepWakeReqCB: Received Sleep/Wake 1 change request message from process monitor
16:33:00.916 INFO     PCon: hd[0]: PcVideoOut: Enter PC_HandleSleepModeCB, sleep status = 1 sleep_mode= NoSignal env=MARS110
16:33:00.916 INFO     PCon: hd[0]: PcVideoOut: PC_HandleSleepModeCB: found mon1 with TI81XX!
16:33:00.916 INFO     PCon: hd[0]: PcVideoOut: CEC: Setting TI81XX monitor to SLEEP mode
16:33:00.916 INFO     PCon: hd[0]: PcCec: CEC: TI81xxCEC - Cec_Standby Sending Standby
16:33:00.920 DEBUG    SMan: hd[0]: DeSerializeSubsysSyncStateReq: Received event 4 Message from CeCon
16:33:00.920 DEBUG    SMan: hd[0]: SendSubsystemSyncEventRsp: pSubsystemSync 0x0x997a8, pMsg 0x0x13a128
16:33:00.920 DEBUG    SMan: hd[0]: SendSubsystemEventRsp: pSubsystem->subsysID CE:SourceMgr
16:33:00.922 INFO     SMan: hd[0]: stateMachine: LogTransition Transition for State Machine : SourceManSM, Current State : RunningState, Event Found : 103, Next State : SleepState
16:33:00.922 DEBUG    SMan: hd[0]: SubSystem : RunningStateExitHdlr
16:33:00.922 INFO     SMan: hd[0]: SrcMan: SrcMan : RunningStateExitHdlr
16:33:00.922 DEBUG    SMan: hd[0]: SubsystemStateNotify - subsysID CE:SourceMgr, prevState = 3, currentState = 4 
16:33:00.922 DEBUG    SMan: hd[0]: SubSystem : SleepStateEntryHdlr
16:33:00.922 INFO     SMan: hd[0]: SrcMan: SrcMan : SleepStateEntryHdlr
16:33:00.922 INFO     SMan: hd[0]: SrcMan: SleepStateEntryHdlr: Sending srcman message to put all cams in sleep
16:33:00.922 INFO     SMan: hd[0]: SrcMan: ProcessStateChange: Sending state change message to source manager, state = 9
16:33:00.922 INFO     SMan: hd[0]: SrcMan:  SrcMan SMStateChangeNtfyHdlr Context CE:SourceMgr
16:33:00.922 INFO     SMan: hd[0]: SrcMan: StateChangeNtfyHdlr: new_state: 9 
16:33:00.922 INFO     SMan: hd[0]: SrcMan: SourceManagerStateChanged: Putting all cams into sleep
16:33:00.923 INFO     SMan: hd[0]: SrcMan: CameraSetStandbyMode: Sending attached cam1, mode = 1
16:33:00.923 INFO     SMan: hd[0]: CameraBase: save current camera coordinates for wake
16:33:00.923 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:00.923 DEBUG    SMan: hd[0]: CameraBase: In: Command: 
16:33:00.923 INFO     SMan: hd[0]: CameraJCCP: Send 3 bytes: 82 1 50 
16:33:00.923 INFO     SMan: hd[0]: SrcMan: 82 01 50 
16:33:00.923 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\202\001P" } 
16:33:00.923 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
16:33:00.923 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
16:33:01.113 INFO     PCon: hd[0]: PcVideoOut: 	PC_HandleSleepModeCB found mon2 with 7510!
16:33:01.113 INFO     PCon: hd[0]: PcVideoOut: 	Setting 7510 to SLEEP mode
16:33:01.126 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
16:33:01.126 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\202\001P" } 
16:33:01.127 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
16:33:01.127 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: In: Command: 00 01 
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 01 
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: In: Command: 02 01 
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:33:01.127 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.132 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:33:01.132 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
16:33:01.132 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:33:01.132 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
16:33:01.133 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.133 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
16:33:01.133 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
16:33:01.133 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
16:33:01.133 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
16:33:01.133 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
16:33:01.133 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.133 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:33:01.133 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\212" 
16:33:01.133 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:33:01.133 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\212" 
16:33:01.134 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.134 DEBUG    SMan: hd[0]: CameraBase: In: Response: 8a 
16:33:01.134 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
16:33:01.134 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.134 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:33:01.134 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "A" 
16:33:01.134 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:33:01.134 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "A" 
16:33:01.135 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.135 DEBUG    SMan: hd[0]: CameraBase: In: Response: 41 
16:33:01.135 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
16:33:01.135 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.135 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:33:01.135 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "P" 
16:33:01.135 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:33:01.136 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "P" 
16:33:01.136 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.136 DEBUG    SMan: hd[0]: CameraBase: In: Response: 50 
16:33:01.136 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 3
16:33:01.136 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.136 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:33:01.136 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\n" 
16:33:01.137 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:33:01.137 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\n" 
16:33:01.137 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.137 DEBUG    SMan: hd[0]: CameraBase: In: Response: 0a 
16:33:01.137 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 4
16:33:01.137 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.137 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
16:33:01.138 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\007" 
16:33:01.138 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
16:33:01.138 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\007" 
16:33:01.138 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
16:33:01.138 DEBUG    SMan: hd[0]: CameraBase: In: Response: 07 
16:33:01.138 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 5
16:33:01.138 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
16:33:01.138 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
