22:31:07.572 ERROR    logcat: hd[0]: Syan(3985): ________________ camera near move stop ________________ 
22:31:07.688 INFO     SMan: hd[0]: SrcMan: MoveCameraReqHdlr: session_id: 0 cmd: kStop direction: kAll 
22:31:07.689 INFO     SMan: hd[0]: SrcMan: MoveSelectedCamera 0 2 8 -1 0x202920
22:31:07.689 INFO     SMan: hd[0]: CameraJCCP: Move - 2 8 -1
22:31:07.689 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:07.689 DEBUG    SMan: hd[0]: CameraBase: In: Command: 02 08 ffffffff 
22:31:07.689 INFO     SMan: hd[0]: CameraJCCP: composeMoveCmd - 2 8 -1
22:31:07.689 INFO     SMan: hd[0]: SrcMan: 82 45 02 
22:31:07.689 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\202E\002" } 
22:31:07.689 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:31:07.689 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:31:07.689 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:31:07.690 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\202E\002" } 
22:31:07.690 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:31:07.690 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:31:07.690 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:31:07.690 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:31:07.695 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:31:07.695 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:31:07.695 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:31:07.696 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:31:07.696 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:07.696 DEBUG    SMan: hd[0]: CameraBase: In: Response: a0 
22:31:07.696 INFO     SMan: hd[0]: CameraJCCP: QRead 1 bytes
22:31:07.696 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: a0 
22:31:07.696 INFO     SMan: hd[0]: CameraJCCP: rx: JCCP ACK
22:31:07.696 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:31:07.696 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:31:07.696 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:31:07.696 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\222" 
22:31:07.697 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:31:07.697 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\222" 
22:31:07.697 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:07.697 DEBUG    SMan: hd[0]: CameraBase: In: Response: 92 
22:31:07.697 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 1
22:31:07.697 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:31:07.697 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:31:07.697 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "@" 
22:31:07.698 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:31:07.698 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "@" 
22:31:07.698 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:07.698 DEBUG    SMan: hd[0]: CameraBase: In: Response: 40 
22:31:07.698 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 2
22:31:07.698 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:31:07.698 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:31:07.698 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\000" 
22:31:07.699 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:31:07.699 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\000" 
22:31:07.699 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:31:07.699 DEBUG    SMan: hd[0]: CameraBase: In: Response: 00 
22:31:07.699 INFO     SMan: hd[0]: CameraJCCP: QRead 3 bytes
22:31:07.699 INFO     SMan: hd[0]: CameraJCCP: ProcessMessage: cam response: 92 40 00 
22:31:07.699 INFO     SMan: hd[0]: CameraJCCP: rx: complete message 92 40 00 
22:31:07.699 INFO     SMan: hd[0]: CameraJCCP: rx: Excuted
22:31:07.699 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:31:07.699 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
