22:41:59.185 ERROR    logcat: hd[0]: Syan(4166): ________________ sleep ________________ 
22:41:59.330 INFO     PCon: hd[0]: PcThreads: 	PC received router or sleep msg
22:41:59.330 INFO     PCon: hd[0]: PcThreads: PC_SleepWakeReqCB: Received Sleep/Wake 1 change request message from process monitor
22:41:59.330 INFO     PCon: hd[0]: PcVideoOut: Enter PC_HandleSleepModeCB, sleep status = 1 sleep_mode= NoSignal env=MARS110
22:41:59.330 INFO     PCon: hd[0]: PcVideoOut: PC_HandleSleepModeCB: found mon1 with TI81XX!
22:41:59.330 INFO     PCon: hd[0]: PcVideoOut: CEC: Setting TI81XX monitor to SLEEP mode
22:41:59.330 INFO     PCon: hd[0]: PcCec: CEC: TI81xxCEC - Cec_Standby Sending Standby
22:41:59.333 DEBUG    SMan: hd[0]: DeSerializeSubsysSyncStateReq: Received event 4 Message from CeCon
22:41:59.333 DEBUG    SMan: hd[0]: SendSubsystemSyncEventRsp: pSubsystemSync 0x0x997d8, pMsg 0x0x13a158
22:41:59.333 DEBUG    SMan: hd[0]: SendSubsystemEventRsp: pSubsystem->subsysID CE:SourceMgr
22:41:59.335 INFO     SMan: hd[0]: stateMachine: LogTransition Transition for State Machine : SourceManSM, Current State : RunningState, Event Found : 103, Next State : SleepState
22:41:59.335 DEBUG    SMan: hd[0]: SubSystem : RunningStateExitHdlr
22:41:59.335 INFO     SMan: hd[0]: SrcMan: SrcMan : RunningStateExitHdlr
22:41:59.335 DEBUG    SMan: hd[0]: SubsystemStateNotify - subsysID CE:SourceMgr, prevState = 3, currentState = 4 
22:41:59.335 DEBUG    SMan: hd[0]: SubSystem : SleepStateEntryHdlr
22:41:59.335 INFO     SMan: hd[0]: SrcMan: SrcMan : SleepStateEntryHdlr
22:41:59.335 INFO     SMan: hd[0]: SrcMan: SleepStateEntryHdlr: Sending srcman message to put all cams in sleep
22:41:59.335 INFO     SMan: hd[0]: SrcMan: ProcessStateChange: Sending state change message to source manager, state = 9
22:41:59.335 INFO     SMan: hd[0]: SrcMan:  SrcMan SMStateChangeNtfyHdlr Context CE:SourceMgr
22:41:59.335 INFO     SMan: hd[0]: SrcMan: StateChangeNtfyHdlr: new_state: 9 
22:41:59.335 INFO     SMan: hd[0]: SrcMan: SourceManagerStateChanged: Putting all cams into sleep
22:41:59.335 INFO     SMan: hd[0]: SrcMan: CameraSetStandbyMode: Sending attached cam1, mode = 1
22:41:59.335 INFO     SMan: hd[0]: CameraBase: save current camera coordinates for wake
22:41:59.336 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:41:59.336 DEBUG    SMan: hd[0]: CameraBase: In: Command: 
22:41:59.336 INFO     SMan: hd[0]: CameraJCCP: Send 3 bytes: 82 1 50 
22:41:59.336 INFO     SMan: hd[0]: SrcMan: 82 01 50 
22:41:59.336 INFO     SMan: hd[0]: SrcMan: PortNear SrcManPortNear1 Controller 0 SendMessage: component_id: "cam1" serial_write { serial_bytes: "\202\001P" } 
22:41:59.336 INFO     SMan: hd[0]: SrcMan: SendMessage: local port controller 
22:41:59.336 INFO     SMan: hd[0]: SrcMan: SendToEndpoint from SrcManPortNear1 to PortController
22:41:59.527 INFO     PCon: hd[0]: PcVideoOut: 	PC_HandleSleepModeCB found mon2 with 7510!
22:41:59.527 INFO     PCon: hd[0]: PcVideoOut: 	Setting 7510 to SLEEP mode
22:41:59.540 INFO     PCon: hd[0]: PcThreads: PC: NETRA0 input thread received CMD/REQ Msg - Comp_ID = cam1
22:41:59.540 INFO     PCon: hd[0]: PcThreads: PC_ProcessMsg: component_id: "cam1" serial_write { serial_bytes: "\202\001P" } 
22:41:59.540 INFO     PCon: hd[0]: PcSerial: Not CAM CTRL mode:  Send to CAMx ser HDCI
22:41:59.540 INFO     SMan: hd[0]: SrcMan: SendMessage: component_id: "cam1" error: kErrNoError 
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: In: Command: 00 01 
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: In: Command: 01 01 
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: In: Command: 02 01 
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: qHandler QLength is 0
22:41:59.540 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: blocking on dequeue...
22:41:59.545 INFO     PCon: hd[0]: PcSerial: PC: Serial read - sent notify from: PC:CAM1, num chars:1
22:41:59.545 INFO     PCon: hd[0]: PcSerial: CAM_Serial_ReadThread: component_id: "cam1" serial_bytes: "\240" 
22:41:59.545 INFO     SMan: hd[0]: SrcMan: SMPlatformComponentNtfyHdlr, context 0x7b97c
22:41:59.545 INFO     SMan: hd[0]: SrcMan: PlatformComponentNtfyHdlr: component_id: "cam1" serial_bytes: "\240" 
22:41:59.546 DEBUG    SMan: hd[0]: CameraBase: SM: WaitForNewCmdMsg: got message...
